TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
3010000,PlayerSeason,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3010000,PlayerSeason,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3010000,PlayerSeason,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
3010000,PlayerSeason,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3010000,PlayerSeason,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3010000,PlayerSeason,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3010000,PlayerSeason,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3010000,PlayerSeason,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3010000,PlayerSeason,FantasyPointsFanDuel,decimal,32,True,Total FanDuel daily fantasy points scored,True,True
3010000,PlayerSeason,FantasyPointsDraftKings,decimal,32,True,Total DraftKings daily fantasy points scored,True,True
3010000,PlayerSeason,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
3010000,PlayerSeason,PlusMinus,decimal,32,True,Total plus minus,True,True
3010000,PlayerSeason,DoubleDoubles,decimal,32,True,Total double-doubles scored,True,True
3010000,PlayerSeason,TripleDoubles,decimal,32,True,Total triple-doubles scored,True,True
3010000,PlayerSeason,FantasyPointsFantasyDraft,decimal,32,True,Total FantasyDraft daily fantasy points scored,True,True
3010000,PlayerSeason,IsClosed,boolean,,False,Indicates whether the game is over and the stats for this player have been verified and closed out.,True,False
3011000,TeamSeason,StatID,integer,32,False,The unique ID of the stat,True,False
3011000,TeamSeason,TeamID,integer,32,True,The unique ID of the team,True,False
3011000,TeamSeason,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3011000,TeamSeason,Season,integer,32,True,The NBA regular season for which these totals apply,True,False
3011000,TeamSeason,Name,string,50,True,Team name,True,False
3011000,TeamSeason,Team,string,10,True,The abbreviation of the Team,True,False
3011000,TeamSeason,Wins,integer,32,True,Total number of wins,True,False
3011000,TeamSeason,Losses,integer,32,True,Total number of losses,True,False
3011000,TeamSeason,OpponentPosition,string,10,True,Indicates which position is included in opponent stats that are aggregated together,True,False
3011000,TeamSeason,Possessions,decimal,32,True,The team's estimated number of possessions as defined by the formula here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3011000,TeamSeason,OpponentStat,OpponentSeason,,True,The aggregated season stats for this team's opponents,True,False
3011000,TeamSeason,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
3011000,TeamSeason,Games,integer,32,True,The number of games played,True,False
3011000,TeamSeason,FantasyPoints,decimal,32,True,Total fantasy points,True,True
3011000,TeamSeason,Minutes,integer,32,True,Total number of minutes played,True,True
3011000,TeamSeason,Seconds,integer,32,True,Total number of seconds played,True,True
3011000,TeamSeason,FieldGoalsMade,decimal,32,True,Total number of field goals made,True,True
3011000,TeamSeason,FieldGoalsAttempted,decimal,32,True,Total number of field goals attempted,True,True
3011000,TeamSeason,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
3011000,TeamSeason,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
3011000,TeamSeason,TwoPointersMade,decimal,32,True,Total two pointers made,True,True
3011000,TeamSeason,TwoPointersAttempted,decimal,32,True,Total two pointers attempted,True,True
3011000,TeamSeason,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
3011000,TeamSeason,ThreePointersMade,decimal,32,True,Total three pointers made,True,True
3011000,TeamSeason,ThreePointersAttempted,decimal,32,True,Total three pointers attempted,True,True
3011000,TeamSeason,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
3011000,TeamSeason,FreeThrowsMade,decimal,32,True,Total free throws made,True,True
3011000,TeamSeason,FreeThrowsAttempted,decimal,32,True,Total free throws attempted,True,True
3011000,TeamSeason,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
3011000,TeamSeason,OffensiveRebounds,decimal,32,True,Total offensive rebounds,True,True
3011000,TeamSeason,DefensiveRebounds,decimal,32,True,Total defensive rebounds,True,True
3011000,TeamSeason,Rebounds,decimal,32,True,Total rebounds,True,True
3011000,TeamSeason,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
3011000,TeamSeason,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
3011000,TeamSeason,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
3011000,TeamSeason,Assists,decimal,32,True,Total assists,True,True
3011000,TeamSeason,Steals,decimal,32,True,Total steals,True,True
3011000,TeamSeason,BlockedShots,decimal,32,True,Total blocked shots,True,True
3011000,TeamSeason,Turnovers,decimal,32,True,Total turnovers,True,True
3011000,TeamSeason,PersonalFouls,decimal,32,True,Total personal fouls,True,True
3011000,TeamSeason,Points,decimal,32,True,Total points scored,True,True
3011000,TeamSeason,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
3011000,TeamSeason,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3011000,TeamSeason,FantasyPointsFanDuel,decimal,32,True,Total FanDuel daily fantasy points scored,True,True
3011000,TeamSeason,FantasyPointsDraftKings,decimal,32,True,Total DraftKings daily fantasy points scored,True,True
3011000,TeamSeason,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
3011000,TeamSeason,PlusMinus,decimal,32,True,Total plus minus,True,True
3011000,TeamSeason,DoubleDoubles,decimal,32,True,Total double-doubles scored,True,True
3011000,TeamSeason,TripleDoubles,decimal,32,True,Total triple-doubles scored,True,True
3011000,TeamSeason,FantasyPointsFantasyDraft,decimal,32,True,Total FantasyDraft daily fantasy points scored,True,True
3011000,TeamSeason,IsClosed,boolean,,False,Indicates whether the game is over and the stats for this player have been verified and closed out.,True,False
3012000,News,NewsID,integer,32,False,Unique ID of news story,True,False
3012000,News,Source,string,50,True,The source of the story (FantasyData; RotoBaller; NBCSports.com; etc.),True,False
3012000,News,Updated,datetime,,False,The date/time that the content was published (UTC time zone),True,False
3012000,News,TimeAgo,string,50,True,A description of how long ago this content was published,True,False
3012000,News,Title,string,100,True,The brief title of the news (typically less than 100 characters),True,False
3012000,News,Content,string,5000,True,The full body content of the story,True,False
3012000,News,Url,string,250,True,The url of the full story,True,False
3012000,News,TermsOfUse,string,500,True,The terms of use with using this news item; credit must be given to the originator of the story when specified in the terms of use,True,False
3012000,News,Author,string,50,True,The author of the content,True,False
3012000,News,Categories,string,100,True,Comma delimited meta tags describing the categories of this content. Possible tags include: Top Headlines; Breaking News; Injury; Sit/Start; Waiver Wire; Risers; Fallers; Lineups; Transactions; Free Agents; Prospects/Rookies; Game Recap; Matchup Outlook,True,False
3012000,News,PlayerID,integer,32,True,The PlayerID of the player who relates to this story,True,False
3012000,News,TeamID,integer,32,True,The TeamID of the team that relates to this story,True,False
3012000,News,Team,string,10,True,The team that relates to this story,True,False
3012000,News,PlayerID2,integer,32,True,The PlayerID of the player who relates to this story,True,False
3012000,News,TeamID2,integer,32,True,The TeamID of the team that relates to this story,True,False
3012000,News,Team2,string,10,True,The team that relates to this story,True,False
3013000,PlayerGameProjection,StatID,integer,32,False,The unique ID of the stat,True,False
3013000,PlayerGameProjection,TeamID,integer,32,True,The unique ID of the team,True,False
3013000,PlayerGameProjection,PlayerID,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
3013000,PlayerGameProjection,SeasonType,integer,32,True,The season type of the timeframe (1=Regular Season; 2=Preseason; 3=Postseason),True,False
3013000,PlayerGameProjection,Season,integer,32,True,The NBA season of the game,True,False
3013000,PlayerGameProjection,Name,string,50,True,Player's name,True,False
3013000,PlayerGameProjection,Team,string,10,True,The abbreviation of the Team,True,False
3013000,PlayerGameProjection,Position,string,10,True,The player's position associated with the given game or season. Possible values: C; F; FC; G; GF; PF; PG; SF; SG,True,False
3013000,PlayerGameProjection,Started,integer,32,True,Whether the player started,True,False
3013000,PlayerGameProjection,FanDuelSalary,integer,32,True,The player's salary for FanDuel daily fantasy contests.,True,True
3013000,PlayerGameProjection,DraftKingsSalary,integer,32,True,The player's salary for DraftKings daily fantasy contests.,True,True
3013000,PlayerGameProjection,FantasyDataSalary,integer,32,True,The player's salary as calculated by FantasyData.  Based on the same salary cap as DraftKings contests ($50;000).,True,True
3013000,PlayerGameProjection,YahooSalary,integer,32,True,The player's salary for Yahoo daily fantasy contests.,True,True
3013000,PlayerGameProjection,InjuryStatus,string,50,True,Indicates the player's injury status. Possible values include: Probable; Questionable; Doubtful; Out,True,True
3013000,PlayerGameProjection,InjuryBodyPart,string,50,True,The body part that is injured (Knee; Groin; Calf; Hamstring; etc.),True,True
3013000,PlayerGameProjection,InjuryStartDate,date,,True,The day that the injury started or first discovered.,True,False
3013000,PlayerGameProjection,InjuryNotes,string,250,True,Brief description of the player's injury and expected availability.,True,True
3013000,PlayerGameProjection,FanDuelPosition,string,10,True,The player's eligible position in FanDuel's daily fantasy sports platform.,True,False
3013000,PlayerGameProjection,DraftKingsPosition,string,10,True,The player's eligible position in DraftKings' daily fantasy sports platform.,True,False
3013000,PlayerGameProjection,YahooPosition,string,10,True,The player's eligible position in Yahoo's daily fantasy sports platform.,True,False
3013000,PlayerGameProjection,OpponentRank,integer,32,True,The ranking of the player's opponent with regards to fantasy points allowed.,True,True
3013000,PlayerGameProjection,OpponentPositionRank,integer,32,True,The ranking of the player's opponent by position with regards to fantasy points allowed.,True,True
3013000,PlayerGameProjection,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3013000,PlayerGameProjection,FantasyDraftSalary,integer,32,True,The player's salary for Fantasy Draft daily fantasy contests.,True,True
3013000,PlayerGameProjection,FantasyDraftPosition,string,10,True,The player's eligible position in Fantasy Drafts daily fantasy sports platform.,True,True
3013000,PlayerGameProjection,GameID,integer,32,True,The unique ID of this game,True,False
3013000,PlayerGameProjection,OpponentID,integer,32,True,The unique ID of the team's opponent,True,False
3013000,PlayerGameProjection,Opponent,string,10,True,The name of the opponent ,True,False
3013000,PlayerGameProjection,Day,date,,True,The day of the game,True,False
3013000,PlayerGameProjection,DateTime,datetime,,True,The date and time of the game,True,False
3013000,PlayerGameProjection,HomeOrAway,string,4,True,Whether the team is home or away,True,False
3013000,PlayerGameProjection,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
3013000,PlayerGameProjection,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
3013000,PlayerGameProjection,GlobalOpponentID,integer,32,True,A globally unique ID for this opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
3013000,PlayerGameProjection,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
3013000,PlayerGameProjection,Games,integer,32,True,The number of games played,True,False
3013000,PlayerGameProjection,FantasyPoints,decimal,32,True,Total fantasy points,True,True
3013000,PlayerGameProjection,Minutes,integer,32,True,Total number of minutes played,True,True
3013000,PlayerGameProjection,Seconds,integer,32,True,Total number of seconds played,True,True
3013000,PlayerGameProjection,FieldGoalsMade,decimal,32,True,Total number of field goals made,True,True
3013000,PlayerGameProjection,FieldGoalsAttempted,decimal,32,True,Total number of field goals attempted,True,True
3013000,PlayerGameProjection,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
3013000,PlayerGameProjection,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
3013000,PlayerGameProjection,TwoPointersMade,decimal,32,True,Total two pointers made,True,True
3013000,PlayerGameProjection,TwoPointersAttempted,decimal,32,True,Total two pointers attempted,True,True
3013000,PlayerGameProjection,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
3013000,PlayerGameProjection,ThreePointersMade,decimal,32,True,Total three pointers made,True,True
3013000,PlayerGameProjection,ThreePointersAttempted,decimal,32,True,Total three pointers attempted,True,True
3013000,PlayerGameProjection,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
3013000,PlayerGameProjection,FreeThrowsMade,decimal,32,True,Total free throws made,True,True
3013000,PlayerGameProjection,FreeThrowsAttempted,decimal,32,True,Total free throws attempted,True,True
3013000,PlayerGameProjection,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
3013000,PlayerGameProjection,OffensiveRebounds,decimal,32,True,Total offensive rebounds,True,True
3013000,PlayerGameProjection,DefensiveRebounds,decimal,32,True,Total defensive rebounds,True,True
3013000,PlayerGameProjection,Rebounds,decimal,32,True,Total rebounds,True,True
3013000,PlayerGameProjection,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
3013000,PlayerGameProjection,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
3013000,PlayerGameProjection,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
3013000,PlayerGameProjection,Assists,decimal,32,True,Total assists,True,True
3013000,PlayerGameProjection,Steals,decimal,32,True,Total steals,True,True
3013000,PlayerGameProjection,BlockedShots,decimal,32,True,Total blocked shots,True,True
3013000,PlayerGameProjection,Turnovers,decimal,32,True,Total turnovers,True,True
3013000,PlayerGameProjection,PersonalFouls,decimal,32,True,Total personal fouls,True,True
3013000,PlayerGameProjection,Points,decimal,32,True,Total points scored,True,True
3013000,PlayerGameProjection,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3013000,PlayerGameProjection,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3013000,PlayerGameProjection,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
3013000,PlayerGameProjection,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3013000,PlayerGameProjection,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3013000,PlayerGameProjection,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3013000,PlayerGameProjection,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3013000,PlayerGameProjection,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3013000,PlayerGameProjection,FantasyPointsFanDuel,decimal,32,True,Total FanDuel daily fantasy points scored,True,True
3013000,PlayerGameProjection,FantasyPointsDraftKings,decimal,32,True,Total DraftKings daily fantasy points scored,True,True
3013000,PlayerGameProjection,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
3013000,PlayerGameProjection,PlusMinus,decimal,32,True,Total plus minus,True,True
3013000,PlayerGameProjection,DoubleDoubles,decimal,32,True,Total double-doubles scored,True,True
3013000,PlayerGameProjection,TripleDoubles,decimal,32,True,Total triple-doubles scored,True,True
3013000,PlayerGameProjection,FantasyPointsFantasyDraft,decimal,32,True,Total FantasyDraft daily fantasy points scored,True,True
3013000,PlayerGameProjection,IsClosed,boolean,,False,Indicates whether the game is over and the stats for this player have been verified and closed out.,True,False
3014000,PlayerSeasonProjection,StatID,integer,32,False,The unique ID of the stat,True,False
3014000,PlayerSeasonProjection,TeamID,integer,32,True,The unique ID of the player's team,True,False
3014000,PlayerSeasonProjection,PlayerID,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
3014000,PlayerSeasonProjection,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3014000,PlayerSeasonProjection,Season,integer,32,True,The NBA regular season for which these totals apply,True,False
3014000,PlayerSeasonProjection,Name,string,50,True,Player's name,True,False
3014000,PlayerSeasonProjection,Team,string,10,True,The abbreviation of the Team,True,False
3014000,PlayerSeasonProjection,Position,string,10,True,Player's position in the starting lineup (if started); otherwise the position he substituted for,True,False
3014000,PlayerSeasonProjection,Started,integer,32,True,Number of games started,True,False
3014000,PlayerSeasonProjection,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3014000,PlayerSeasonProjection,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
3014000,PlayerSeasonProjection,Games,integer,32,True,The number of games played,True,False
3014000,PlayerSeasonProjection,FantasyPoints,decimal,32,True,Total fantasy points,True,True
3014000,PlayerSeasonProjection,Minutes,integer,32,True,Total number of minutes played,True,True
3014000,PlayerSeasonProjection,Seconds,integer,32,True,Total number of seconds played,True,True
3014000,PlayerSeasonProjection,FieldGoalsMade,decimal,32,True,Total number of field goals made,True,True
3014000,PlayerSeasonProjection,FieldGoalsAttempted,decimal,32,True,Total number of field goals attempted,True,True
3014000,PlayerSeasonProjection,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
3014000,PlayerSeasonProjection,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
3014000,PlayerSeasonProjection,TwoPointersMade,decimal,32,True,Total two pointers made,True,True
3014000,PlayerSeasonProjection,TwoPointersAttempted,decimal,32,True,Total two pointers attempted,True,True
3014000,PlayerSeasonProjection,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
3014000,PlayerSeasonProjection,ThreePointersMade,decimal,32,True,Total three pointers made,True,True
3014000,PlayerSeasonProjection,ThreePointersAttempted,decimal,32,True,Total three pointers attempted,True,True
3014000,PlayerSeasonProjection,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
3014000,PlayerSeasonProjection,FreeThrowsMade,decimal,32,True,Total free throws made,True,True
3014000,PlayerSeasonProjection,FreeThrowsAttempted,decimal,32,True,Total free throws attempted,True,True
3014000,PlayerSeasonProjection,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
3014000,PlayerSeasonProjection,OffensiveRebounds,decimal,32,True,Total offensive rebounds,True,True
3014000,PlayerSeasonProjection,DefensiveRebounds,decimal,32,True,Total defensive rebounds,True,True
3014000,PlayerSeasonProjection,Rebounds,decimal,32,True,Total rebounds,True,True
3014000,PlayerSeasonProjection,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
3014000,PlayerSeasonProjection,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
3014000,PlayerSeasonProjection,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
3014000,PlayerSeasonProjection,Assists,decimal,32,True,Total assists,True,True
3014000,PlayerSeasonProjection,Steals,decimal,32,True,Total steals,True,True
3014000,PlayerSeasonProjection,BlockedShots,decimal,32,True,Total blocked shots,True,True
3014000,PlayerSeasonProjection,Turnovers,decimal,32,True,Total turnovers,True,True
3014000,PlayerSeasonProjection,PersonalFouls,decimal,32,True,Total personal fouls,True,True
3014000,PlayerSeasonProjection,Points,decimal,32,True,Total points scored,True,True
3014000,PlayerSeasonProjection,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3014000,PlayerSeasonProjection,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3014000,PlayerSeasonProjection,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
3014000,PlayerSeasonProjection,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3014000,PlayerSeasonProjection,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3014000,PlayerSeasonProjection,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3014000,PlayerSeasonProjection,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3014000,PlayerSeasonProjection,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3014000,PlayerSeasonProjection,FantasyPointsFanDuel,decimal,32,True,Total FanDuel daily fantasy points scored,True,True
3014000,PlayerSeasonProjection,FantasyPointsDraftKings,decimal,32,True,Total DraftKings daily fantasy points scored,True,True
3014000,PlayerSeasonProjection,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
3014000,PlayerSeasonProjection,PlusMinus,decimal,32,True,Total plus minus,True,True
3014000,PlayerSeasonProjection,DoubleDoubles,decimal,32,True,Total double-doubles scored,True,True
3014000,PlayerSeasonProjection,TripleDoubles,decimal,32,True,Total triple-doubles scored,True,True
3014000,PlayerSeasonProjection,FantasyPointsFantasyDraft,decimal,32,True,Total FantasyDraft daily fantasy points scored,True,True
3014000,PlayerSeasonProjection,IsClosed,boolean,,False,Indicates whether the game is over and the stats for this player have been verified and closed out.,True,False
3016000,Season,Season,integer,32,False,The NBA regular season for which these totals apply,True,False
3016000,Season,StartYear,integer,32,False,The year in which the season started,True,False
3016000,Season,EndYear,integer,32,False,The year in which the season ended,True,False
3016000,Season,Description,string,10,True,The description of the season for display purposes (possible values include: 2017-18; 2018-19; etc),True,False
3016000,Season,RegularSeasonStartDate,date,,True,The start date of the regular season,True,False
3016000,Season,PostSeasonStartDate,date,,True,The start date of the postseason,True,False
3016000,Season,SeasonType,string,10,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3016000,Season,ApiSeason,string,10,True,The string to pass into subsequent API calls in the season parameter,True,False
3017000,Standing,Season,integer,32,False,The NBA regular season for which these totals apply,True,False
3017000,Standing,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3017000,Standing,TeamID,Integer,32,False,The unique ID for the team,True,False
3017000,Standing,Key,string,10,False,Whether or not the team is active,True,False
3017000,Standing,City,string,50,True,The name of the city,True,False
3017000,Standing,Name,string,50,True,The full name of the team,True,False
3017000,Standing,Conference,string,20,True,The conference of the team (Eastern or Western),True,False
3017000,Standing,Division,string,20,True,The division of the team (e.g. Atlantic; Central; Southeast; etc.),True,False
3017000,Standing,Wins,integer,32,True,Regular season wins,True,False
3017000,Standing,Losses,integer,32,True,Regular season losses,True,False
3017000,Standing,Percentage,decimal,32,True,Winning percentage,True,False
3017000,Standing,ConferenceWins,integer,32,True,Regular season conference wins,True,False
3017000,Standing,ConferenceLosses,integer,32,True,Regular season conference losses,True,False
3017000,Standing,DivisionWins,integer,32,True,Regular season division wins,True,False
3017000,Standing,DivisionLosses,integer,32,True,Regular season division losses,True,False
3017000,Standing,HomeWins,integer,32,True,Regular season wins at home,True,False
3017000,Standing,HomeLosses,integer,32,True,Regular season losses at home,True,False
3017000,Standing,AwayWins,integer,32,True,Regular season wins on the road,True,False
3017000,Standing,AwayLosses,integer,32,True,Regular season losses on the road,True,False
3017000,Standing,LastTenWins,integer,32,True,Regular season wins in last 10 games,True,False
3017000,Standing,LastTenLosses,integer,32,True,Regular season losses in last 10 games,True,False
3017000,Standing,PointsPerGameFor,decimal,32,True,Average Points Scored,True,False
3017000,Standing,PointsPerGameAgainst,decimal,32,True,Average Points Scored Against,True,False
3017000,Standing,Streak,integer,32,True,Winning or Losing Streak,True,False
3017000,Standing,GamesBack,decimal,32,True,Games behind the leader,True,False
3017000,Standing,StreakDescription,string,10,True,Winning or Losing Streak written in the form W5 or L1,True,False
3017000,Standing,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3018000,Play,PlayID,integer,32,False,The unique identifier of the play.,True,False
3018000,Play,QuarterID,integer,32,False,The unique identifier of the Quarter that this play occurred in.,True,False
3018000,Play,QuarterName,string,10,False,The name of the Quarter that this play occurred in.,True,False
3018000,Play,Sequence,integer,32,False,The order in which this play happened over the course of the game.,True,False
3018000,Play,TimeRemainingMinutes,integer,32,True,The number of minutes remaining in the Quarter when this play completed.,True,False
3018000,Play,TimeRemainingSeconds,integer,32,True,The number of seconds remaining in the Quarter when this play completed.,True,False
3018000,Play,AwayTeamScore,integer,32,True,The score of the away team after this play completed.,True,True
3018000,Play,HomeTeamScore,integer,32,True,The score of the home team after this play completed.,True,True
3018000,Play,PotentialPoints,integer,32,True,The points that would have been potentially scored by the shot attempt (if any).,True,True
3018000,Play,Points,integer,32,True,The points scores by the shot attempt (if any).,True,True
3018000,Play,ShotMade,boolean,,True,Whether the shot was made (if any).,True,True
3018000,Play,Category,string,20,True,The category the play. Possible values: Period; Timeout; JumpBall; Shot; Rebound; Foul; Substitution,True,True
3018000,Play,Type,string,20,True,The type of the play. Possible values: None; Period; Timeout; JumpBall; FieldGoalMade; FieldGoalMissed; FreeThrowMade; FreeThrowMissed; Rebound; Steal; Turnover; Foul; PersonalFoul; ShootingFoul; OffensiveFoul; LooseBallFoul; TechnicalFoul; FlagrantFoul; Traveling; Palming; Goaltending; KickedBall; LaneViolation; DelayOfGame; Substitution,True,True
3018000,Play,TeamID,integer,32,True,The TeamID of the team associated with this play.,True,False
3018000,Play,Team,string,10,True,The Team Key of the team associated with this play.,True,False
3018000,Play,OpponentID,integer,32,True,The TeamID of the opponent associated with this play.,True,False
3018000,Play,Opponent,string,10,True,The Team Key of the opponent associated with this play.,True,False
3018000,Play,ReceivingTeamID,integer,32,True,The TeamID of the team that won the jump ball.,True,False
3018000,Play,ReceivingTeam,string,10,True,The Team Key of the team that won the jump ball.,True,False
3018000,Play,Description,string,250,True,The description of the play.,True,True
3018000,Play,PlayerID,integer,32,True,The PlayerID of the primary player on this play (if any).,True,False
3018000,Play,AssistedByPlayerID,integer,32,True,The PlayerID of the player who got a field goal assist on this play (if any).,True,False
